ИНН;КПП;ОГРН;Наименование краткое;Наименование полное;Адрес юридический;Индекс;Регион (область);Район;Город / населённый пункт;E-mail;Телефоны;Сайт;Источник контактов;Должность руководителя;ФИО руководителя;Численность работников;Численность на дату;ОКВЭД;ОКВЭД наименование;Статус
0107006206;010701001;1020100863056;"МБОУ ""СОШ №7 ИМ. Н.Т. ДЖАРИМОКА"" А. ДЖИДЖИХАБЛЬ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №7 ИМЕНИ Н.Т. ДЖАРИМОКА"" А. ДЖИДЖИХАБЛЬ ТЕУЧЕЖСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";385235, РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ), Р-Н ТЕУЧЕЖСКИЙ, АУЛ ДЖИДЖИХАБЛЬ, УЛ. КРАСНАЯ, Д. 36;385235;РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ);;АУЛ ДЖИДЖИХАБЛЬ;;;;;Директор;Пшизова Заира Юсуфовна;;;85.14;Образование среднее общее;действующая
0107006407;010701001;1020100863815;"МБОУ ""СОШ №8"" А. НЕШУКАЙ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 8"" А. НЕШУКАЙ ТЕУЧЕЖСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";385238, РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ), Р-Н ТЕУЧЕЖСКИЙ, АУЛ НЕШУКАЙ, УЛ. ОКТЯБРЬСКАЯ, Д. 51;385238;РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ);;АУЛ НЕШУКАЙ;;;;;Директор;Шеуджен Светлана Сулеймановна;;;85.14;Образование среднее общее;действующая
0102004036;010101001;1020100861923;"МБОУ ""СОШ №8"" С. БОЛЬШЕСИДОРОВСКОЕ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №8"" С.БОЛЬШЕСИДОРОВСКОЕ КРАСНОГВАРДЕЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";385324, РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ), Р-Н КРАСНОГВАРДЕЙСКИЙ, С. БОЛЬШЕСИДОРОВСКОЕ, УЛ. ШКОЛЬНАЯ, Д. 2;385324;РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ);;С. БОЛЬШЕСИДОРОВСКОЕ;;;;;Директор;Такахо Сафер Шумафович;;;85.14;Образование среднее общее;действующая
0102002430;010101001;1020100861758;"МБОУ ""СОШ №9"" А. УЛЯП";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 9"" А.УЛЯП КРАСНОГВАРДЕЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";385326, РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ), Р-Н КРАСНОГВАРДЕЙСКИЙ, АУЛ УЛЯП, УЛ. ИМ А.МУКОВА, Д. 67;385326;РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ);;АУЛ УЛЯП;uljap9@mail.ru;+7 (877) 785-71-35, +7 (838) 297-65-37, +7 (879) 954-76-05;https://uljap9.gosuslugi.ru;сайт школы (поиск);Директор;Хаджуов Азамат Джумальдинович;;;85.14;Образование среднее общее;действующая
0106009589;010701001;1020100826052;"МБОУ ""СШ № 1 ИМ. ГЕРОЯ РОССИИ В. Ч. МЕЗОХА"" А. ТАХТАМУКАЙ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 1 ИМЕНИ ГЕРОЯ РОССИИ В. Ч. МЕЗОХА"" АУЛА ТАХТАМУКАЙ ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";385100, РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ), Р-Н ТАХТАМУКАЙСКИЙ, АУЛ ТАХТАМУКАЙ, УЛ. НАТУХАЕВСКАЯ, Д. 6;385100;РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ);;АУЛ ТАХТАМУКАЙ;tscool-1@yandex.ru;+7 (877) 719-64-50;https://sh1-taxtamukaj-r79.gosweb.gosuslugi.ru;сайт школы (поиск);Исполняющий обязанности директора;Евтых Заира Адамовна;;;85.14;Образование среднее общее;действующая
0106009677;010701001;1020100825898;"МБОУ ""СШ № 10 ИМ. Р. И. МАХОША"" А. КОЗЕТ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 10 ИМЕНИ РУСЛАНА ИБРАГИМОВИЧА МАХОША"" АУЛА КОЗЕТ ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";385129, РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ), Р-Н ТАХТАМУКАЙСКИЙ, АУЛ КОЗЕТ, УЛ. СТЕПНАЯ, ДВЛД. 19;385129;РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ);;АУЛ КОЗЕТ;kozet10@mail.ru;+7 (918) 220-93-74, +7 (918) 073-43-66;https://sh10-kozet-r79.gosweb.gosuslugi.ru;сайт школы (поиск);Исполняющий обязанности директора;Схаплок Альберт Юрьевич;;;85.14;Образование среднее общее;действующая
0106009684;010701001;1020100825645;"МБОУ ""СШ № 11"" А.СТАРОБЖЕГОКАЙ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 11"" АУЛА СТАРОБЖЕГОКАЙ ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";385112, РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ), М.Р-Н ТАХТАМУКАЙСКИЙ, С.П. СТАРОБЖЕГОКАЙСКОЕ, АУЛ СТАРОБЖЕГОКАЙ, УЛ. КРАСНАЯ, СТР. 10/1;385112;РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ);;С.П. СТАРОБЖЕГОКАЙСКОЕ;;;;;Директор;Калакуток Аминет Асланбечевна;;;85.14;Образование среднее общее;действующая
0106009691;010701001;1020100825359;"МБОУ ""СШ № 12 ИМ. Р.Х. САВВА"" А. НОВОБЖЕГОКАЙ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 12 ИМЕНИ Р.Х. САВВА"" А. НОВОБЖЕГОКАЙ ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";385131, РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ), Р-Н ТАХТАМУКАЙСКИЙ, АУЛ НОВОБЖЕГОКАЙ, УЛ. ХАТИТА МАХМУДА, Д. 23;385131;РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ);;АУЛ НОВОБЖЕГОКАЙ;aturkav@mail.ru;+7 (877) 714-42-28;https://nbschool12.gosuslugi.ru;сайт школы (поиск);Директор;Туркав Аслан Чемальевич;;;85.14;Образование среднее общее;действующая
0106009701;010701001;1020100825524;"МБОУ ""СШ № 14"" П. ПРИКУБАНСКИЙ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 14"" ПОСЕЛОК ПРИКУБАНСКИЙ ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";385110, РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ), Р-Н ТАХТАМУКАЙСКИЙ, П. ПРИКУБАНСКИЙ, УЛ. КОСМОНАВТОВ, ДВЛД. 10;385110;РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ);;П. ПРИКУБАНСКИЙ;sosch14@mail.ru;+7 (918) 257-45-78, +7 (877) 719-96-31;https://sh14-prikubanskij-r79.gosweb.gosuslugi.ru;сайт школы (поиск);Директор;Коняхина Наталья Валерьевна;;;85.14;Образование среднее общее;действующая
0106009740;010701001;1020100825733;"МБОУ ""СШ № 19"" А. НОВАЯ АДЫГЕЯ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 19"" АУЛА НОВАЯ АДЫГЕЯ ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";385121, РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ), Р-Н ТАХТАМУКАЙСКИЙ, П. НОВАЯ АДЫГЕЯ, УЛ БРАТЬЕВ ПЧЕНУШАЙ, Д. 39;385121;РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ);;П. НОВАЯ АДЫГЕЯ;sh19-01@yandex.ru;+7 (918) 928-81-25;https://sh19-novaya-adygeya-r79.gosweb.gosuslugi.ru;сайт школы (поиск);Директор;Барчо Нафсет Рашидовна;;;85.14;Образование среднее общее;действующая
0106009758;010701001;1020100824787;"МБОУ ""СШ № 20"" Х.НОВЫЙ САД";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 20"" ХУТОРА НОВЫЙ САД ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";385132, РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ), Р-Н ТАХТАМУКАЙСКИЙ, Х НОВЫЙ САД, УЛ ДРУЖБЫ, Д. 28;385132;РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ);;Х НОВЫЙ САД;arambiy.yemtyl@mail.ru;+7 (877) 714-13-70, +7 (887) 771-43-71;https://sh20-novyj-sad-r79.gosweb.gosuslugi.ru;сайт школы (поиск);Директор;Емтыль Арамбий Аскерович;;;85.14;Образование среднее общее;действующая
0106009780;010701001;1020100825458;"МБОУ ""СШ № 24"" А. ШЕНДЖИЙ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 24"" АУЛА ШЕНДЖИЙ ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";385124, РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ), Р-Н ТАХТАМУКАЙСКИЙ, АУЛ ШЕНДЖИЙ, УЛ. ПУШКИНА, ДВЛД. 22;385124;РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ);;АУЛ ШЕНДЖИЙ;shcool-24@yandex.ru;+7 (962) 865-16-03;https://sh24-shendzhij-r79.gosweb.gosuslugi.ru;сайт школы (поиск);Директор;Ашинов Нальбий Юнусович;;;85.14;Образование среднее общее;действующая
0107033030;010701001;1170105003430;"МБОУ ""СШ № 27"" А. НОВАЯ АДЫГЕЯ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 27"" А. НОВАЯ АДЫГЕЯ ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";385121, РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ), Р-Н ТАХТАМУКАЙСКИЙ, П. НОВАЯ АДЫГЕЯ, УЛ ТУРГЕНЕВСКОЕ ШОССЕ, Д. 20;385121;РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ);;П. НОВАЯ АДЫГЕЯ;sch27nov.adyg@mail.ru;+7 (877) 714-88-08;https://sh27-novaya-adygeya-r79.gosweb.gosuslugi.ru;сайт школы (поиск);Директор;Галамова Марьяна Анзауровна;;;85.14;Образование среднее общее;действующая
0100009127;010001001;1240100001954;"МБОУ ""СШ № 29"" А. НОВАЯ АДЫГЕЯ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 29"" А. НОВАЯ АДЫГЕЯ ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";385142, РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ), М.Р-Н ТАХТАМУКАЙСКИЙ, С.П. СТАРОБЖЕГОКАЙСКОЕ, П. НОВАЯ АДЫГЕЯ, УЛ. БЖЕДУГСКАЯ, СТР. 12;385142;РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ);;С.П. СТАРОБЖЕГОКАЙСКОЕ;;;;;Директор;Ермоленко Оксана Аскеровна;;;85.14;Образование среднее общее;действующая
0106009613;010701001;1020100824820;"МБОУ ""СШ № 3"" П. ЯБЛОНОВСКИЙ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 3"" ПОСЕЛКА ЯБЛОНОВСКИЙ ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";385141, РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ), Р-Н ТАХТАМУКАЙСКИЙ, ПГТ. ЯБЛОНОВСКИЙ, УЛ. ШКОЛЬНАЯ, Д. 2;385141;РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ);;ПГТ. ЯБЛОНОВСКИЙ;shcool_3@mail.ru;+7 (877) 719-78-07;https://sh3-yablonovskij-r79.gosweb.gosuslugi.ru;сайт школы (поиск);Директор;Снахо Светлана Хазретовна;;;85.14;Образование среднее общее;действующая
0106009620;010701001;1020100825360;"МБОУ ""СШ № 4 ИМ. Д.С. СХАЛЯХО"" А. АФИПСИП";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 4 ИМ. Д.С. СХАЛЯХО"" АУЛА АФИПСИП ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";385123, РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ), М.Р-Н ТАХТАМУКАЙСКИЙ, С.П. АФИПСИПСКОЕ, АУЛ АФИПСИП, УЛ. К.Х.ЖАНЕ, ДВЛД. 12;385123;РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ);;С.П. АФИПСИПСКОЕ;afshkola@yandex.ru;+7 (918) 491-02-86, +7 (877) 714-62-87, +7 (697) 385-36-41;https://sh4-afipsip-r79.gosweb.gosuslugi.ru;сайт школы (поиск);Директор;Тлеуз Азмет Хазретович;;;85.14;Образование среднее общее;действующая
0106009638;010701001;1020100825513;"МБОУ ""СШ № 5"" П. ЯБЛОНОВСКИЙ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 5"" П. ЯБЛОНОВСКИЙ ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";385140, РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ), Р-Н ТАХТАМУКАЙСКИЙ, ПГТ. ЯБЛОНОВСКИЙ, УЛ. ПУШКИНА, Д. 26;385140;РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ);;ПГТ. ЯБЛОНОВСКИЙ;scool51@yandex.ru;+7 (877) 719-79-55;https://sh5-yablonovskij-r79.gosweb.gosuslugi.ru;сайт школы (поиск);Директор;Шестопалова Лариса Владиленовна;;;85.14;Образование среднее общее;действующая
0106009645;010701001;1020100825491;"МБОУ ""СШ № 6"" П. ЭНЕМ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 6"" П. ЭНЕМ ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";385132, РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ), Р-Н ТАХТАМУКАЙСКИЙ, ПГТ. ЭНЕМ, УЛ. СЕДИНА, Д. 36;385132;РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ);;ПГТ. ЭНЕМ;;+7 (877) 714-46-85;;выдача поиска;Директор;Ачмиз Мурат Аскерович;;;85.14;Образование среднее общее;действующая
0106003428;010701001;1020100825799;"МБОУ ""СШ № 7 ИМ. ГЕРОЯ СОВЕТСКОГО СОЮЗА А. Б. ЧУЦА"" А. ПАНАХЕС";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 7 ИМЕНИ ГЕРОЯ СОВЕТСКОГО СОЮЗА А. Б. ЧУЦА"" АУЛА ПАНАХЕС ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";385113, РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ), Р-Н ТАХТАМУКАЙСКИЙ, АУЛ ПАНАХЕС, УЛ. СХАКУМИДОВА, ДВЛД. 1;385113;РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ);;АУЛ ПАНАХЕС;scola7@mail.ru;+7 (918) 955-56-67, +7 (877) 714-61-06;https://sh7-panaxes-r79.gosweb.gosuslugi.ru;сайт школы (поиск);Директор;Мамхо Лариса Баричевна;;;85.14;Образование среднее общее;действующая
0106009652;010701001;1020100825370;"МБОУ ""СШ № 8"" А.ПСЕЙТУК";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 8 ИМЕНИ И.Х. БАРОНА"" АУЛА ПСЕЙТУК ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";385111, РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ), М.Р-Н ТАХТАМУКАЙСКИЙ, С.П. АФИПСИПСКОЕ, АУЛ ПСЕЙТУК, УЛ. ШКОЛЬНАЯ, ДВЛД. 2;385111;РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ);;С.П. АФИПСИПСКОЕ;;+7 (918) 338-09-78;;выдача поиска;Директор;Хизетль Руслан Дзакашуович;;;85.14;Образование среднее общее;действующая
0106009660;010701001;1020100824864;"МБОУ ""СШ № 9"" П. ОТРАДНЫЙ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 9"" ПОСЕЛКА ОТРАДНЫЙ ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";385127, РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ), Р-Н ТАХТАМУКАЙСКИЙ, П. ОТРАДНЫЙ, УЛ. ПОБЕДЫ, Д. 5;385127;РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ);;П. ОТРАДНЫЙ;sosch9@mail.ru;+7 (988) 474-35-46, +7 (333) 556-98-87;https://sh9-otradnyj-r79.gosweb.gosuslugi.ru;сайт школы (поиск);Директор;Алейникова Наталья Викторовна;;;85.14;Образование среднее общее;действующая
0106009596;010701001;1020100825920;"МБОУ ""СШ №13"" П.НОВЫЙ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 13"" ПОСЕЛКА НОВЫЙ ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";385636, РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ), Р-Н ТАХТАМУКАЙСКИЙ, П. НОВЫЙ, УЛ. ЛЕНИНА, Д. 1;385636;РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ);;П. НОВЫЙ;posnovyi_13@mail.ru;+7 (918) 221-07-38;https://sh13-novyj-r79.gosweb.gosuslugi.ru;сайт школы (поиск);Директор;Хот Лариса Байзетовна;;;85.14;Образование среднее общее;действующая
0106009719;010701001;1020100825876;"МБОУ ""СШ №15"" П.ЯБЛОНОВСКИЙ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА №15"" ПОСЕЛКА ЯБЛОНОВСКИЙ ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";385140, РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ), Р-Н ТАХТАМУКАЙСКИЙ, ПГТ ЯБЛОНОВСКИЙ, УЛ. ЛЕНИНА, Д.16;385140;РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ);;ПГТ ЯБЛОНОВСКИЙ;yablonovskaya15@mail.ru;+7 (953) 082-98-66;;выдача поиска;Директор;Миронков Дмитрий Андреевич;;;85.14;Образование среднее общее;действующая
0106009606;010701001;1020100825480;"МБОУ ""СШ №2 ИМ. ГЕРОЯ СОВЕТСКОГО СОЮЗА А.Н. БЕРЕЗОВОГО"" П. ЭНЕМ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА №2 ИМЕНИ ГЕРОЯ СОВЕТСКОГО СОЮЗА А.Н. БЕРЕЗОВОГО"" ПОСЕЛКА ЭНЕМ ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";385130, РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ), Р-Н ТАХТАМУКАЙСКИЙ, ПГТ. ЭНЕМ, УЛ. СИВАЧЕВА, Д. 58;385130;РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ);;ПГТ. ЭНЕМ;enemschool2@mail.ru;+7 (877) 714-24-75, +7 (333) 556-98-87, +7 (697) 385-36-41;https://sh2-enem-r79.gosweb.gosuslugi.ru;сайт школы (поиск);Директор;Батмен Сусана Сафербиевна;;;85.14;Образование среднее общее;действующая
0108003350;010101001;1020100510935;"МБОУ ""ХАТАЖУКАЕВСКАЯ СОШ №6"" А. ПШИЧО";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ХАТАЖУКАЕВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 6 ИМЕНИ АХМЕДА ХАТКОВА"" А. ПШИЧО ШОВГЕНОВСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";385462, РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ), Р-Н ШОВГЕНОВСКИЙ, АУЛ ПШИЧО, УЛ ЛЕНИНА, Д. 2;385462;РЕСПУБЛИКА АДЫГЕЯ (АДЫГЕЯ);;АУЛ ПШИЧО;khat.school6@mail.ru;+7 (961) 818-27-73, +7 (511) 537-85-62, +7 (876) 980-95-41;https://sh6-pshicho-r79.gosweb.gosuslugi.ru;сайт школы (поиск);Директор;Киков Заур Русланович;;;85.14;Образование среднее общее;действующая
