ИНН;КПП;ОГРН;Наименование краткое;Наименование полное;Адрес юридический;Индекс;Регион (область);Район;Город;Населённый пункт;E-mail;Телефоны;Сайт;Должность руководителя;ФИО руководителя;Численность работников;Численность на дату;ОКВЭД;ОКВЭД наименование;Статус
0106009733;010701001;1020100826140;"МБОУ ""НШ № 17"" П.ЭНЕМ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""НАЧАЛЬНАЯ ШКОЛА № 17"" ПОСЕЛКА ЭНЕМ ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Исполняющий обязанности директора;Гучетль Ибрагим Анзаурович;;;;;
0105032017;010501001;1020100708484;"МБОУ ""НШ № 26""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""НАЧАЛЬНАЯ ШКОЛА № 26""";;;Республика Адыгея (Адыгея);;;;;;;Директор;Княжина Ирина Николаевна;;;;;
0102004156;010101001;1020100861989;"МБОУ ""ООШ № 10"" С. ШТУРБИНО";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 10"" С. ШТУРБИНО КРАСНОГВАРДЕЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Директор;Мерчанова Луиза Валеровна;;;;;
0102002631;010101001;1020100861725;"МБОУ ""ООШ № 12"" ИМЕНИ Н.А.БЕРЗЕГОВА А.БЖЕДУГХАБЛЬ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 12"" ИМЕНИ Н.А.БЕРЗЕГОВА А.БЖЕДУГХАБЛЬ КРАСНОГВАРДЕЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Исполняющая обязанности директора;Тугуз Зарема Аслановна;;;;;
0102004011;010101001;1020100861890;"МБОУ ""ООШ №13"" С. НОВОСЕВАСТОПОЛЬСКОЕ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ "" ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №13"" С. НОВОСЕВАСТОПОЛЬСКОЕ КРАСНОГВАРДЕЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Исполняющий обязанности директора;Филоненко Ирина Владимировна;;;;;
0102002744;010101001;1020100861362;"МБОУ ""ООШ №14"" С. ПРЕОБРАЖЕНСКОЕ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 14""  С.ПРЕОБРАЖЕНСКОЕ КРАСНОГВАРДЕЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Директор;Тхитлянов Рустам Схатбиевич;;;;;
0105033934;010501001;1020100709287;"МБОУ ""ОШ № 20""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ОСНОВНАЯ ШКОЛА № 20""";;;Республика Адыгея (Адыгея);;;;;;;Директор;Черная Людмила Александровна;;;;;
0105032070;010501001;1020100705844;"МБОУ ""ОШ № 24""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ОСНОВНАЯ ШКОЛА № 24""";;;Республика Адыгея (Адыгея);;;;;;;Исполняющий обязанности директора;Шаова Асият Зауровна;;;;;
0105032779;010501001;1020100708968;"МБОУ ""ОШ № 25""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ОСНОВНАЯ ШКОЛА № 25""";;;Республика Адыгея (Адыгея);;;;;;;Директор;Комарова Ирина Валерьевна;;;;;
0105033571;010501001;1020100704931;"МБОУ ""ОШ № 27""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ОСНОВНАЯ ШКОЛА № 27""";;;Республика Адыгея (Адыгея);;;;;;;Директор;Трипкош Юлия Васильевна;;;;;
0106009726;010701001;1020100825634;"МБОУ ""ОШ №16"" Х. СУПОВСКИЙ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ОСНОВНАЯ ШКОЛА №16"" ХУТОРА СУПОВСКИЙ ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Исполняющий обязанности директора;Четырбок Олеся Николаевна;;;;;
0107006372;010701001;1020100863166;"МБОУ ""СОШ № 1 ИМ. Ю.К.НАМИТОКОВА"" А. ПОНЕЖУКАЯ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 1 ИМЕНИ Ю.К.НАМИТОКОВА"" А. ПОНЕЖУКАЯ ТЕУЧЕЖСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Директор;Хабаху Зарема Аслановна;;;;;
0107005957;010701001;1020100861230;"МБОУ ""СОШ № 1"" Г. АДЫГЕЙСКА";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 1"" Г. АДЫГЕЙСКА";;;Республика Адыгея (Адыгея);;;;;;;И.о. директора;Шхалахова Марьяна Руслановна;;;;;
0102004082;010101001;1020100861692;"МБОУ ""СОШ № 11"" С. КРАСНОГВАРДЕЙСКОЕ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 11"" С. КРАСНОГВАРДЕЙСКОЕ КРАСНОГВАРДЕЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Директор;Быканова Людмила Александровна;;;;;
0107006252;010701001;1020100863078;"МБОУ ""СОШ № 2"" А. АССОКОЛАЙ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 2"" А. АССОКОЛАЙ, ТЕУЧЕЖСКИЙ РАЙОН, РЕСПУБЛИКА АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Директор;Богус Светлана Руслановна;;;;;
0107006238;010701001;1020100863045;"МБОУ ""СОШ № 3 ИМ. Д.Е.НЕХАЯ"" А. ПЧЕГАТЛУКАЙ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ  ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 3 ИМЕНИ ГЕРОЯ СОВЕТСКОГО СОЮЗА Д.Е.НЕХАЯ"" АУЛА ПЧЕГАТЛУКАЙ ТЕУЧЕЖСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Директор;Шаззо Саньят Инверовна;;;;;
0107005918;010701001;1030100665143;"МБОУ ""СОШ № 3 ИМ. Ю.И. ТЛЮСТЕНА"" Г. АДЫГЕЙСКА";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 3 ИМ. Ю.И. ТЛЮСТЕНА"" Г. АДЫГЕЙСКА";;;Республика Адыгея (Адыгея);;;;;;;Директор;Гадагатель Эмма Абубачировна;;;;;
0107005971;010701001;1020100863584;"МБОУ ""СОШ № 5 ИМ. Н.Ю.КУЁКА"" А. КУНЧУКОХАБЛЬ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 5 ИМЕНИ Н.Ю.КУЁКА"" А. КУНЧУКОХАБЛЬ ТЕУЧЕЖСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Исполняющий обязанности директора;Берзегов Хазрет Байзетович;;;;;
0102002663;010101001;1020100862044;"МБОУ ""СОШ № 5"" С. САДОВОЕ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 5"" С. САДОВОЕ КРАСНОГВАРДЕЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Директор;Косенко Оксана Александровна;;;;;
0107005932;010701001;1020100863177;"МБОУ ""СОШ № 6"" А. ГАБУКАЙ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ  ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 6"" А. ГАБУКАЙ ТЕУЧЕЖСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Директор;Теучеж Фатимет Хусеновна;;;;;
0102004117;010101001;1020100862000;"МБОУ ""СОШ № 7"" А. ДЖАМБЕЧИЙ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 7"" А. ДЖАМБЕЧИЙ КРАСНОГВАРДЕЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Директор школы;Тлишева Люся Нурбиевна;;;;;
0107006291;010701001;1020100863067;"МБОУ ""СОШ № 9 ИМ. К.Х. НЕХАЯ"" А. ВОЧЕПШИЙ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ  ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 9 ИМЕНИ К.Х. НЕХАЯ"" АУЛА ВОЧЕПШИЯ ТЕУЧЕЖСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Директор;Делок Мариет Заурбечевна;;;;;
0101012919;010101001;1180105002890;"МБОУ ""СОШ №10"" Х.ХАПАЧЁВ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ  ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №10"" Х.ХАПАЧЁВ ШОВГЕНОВСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Директор;Хакуринова Сусанна Махаметовна;;;;;
0108003335;010101001;1020100511012;"МБОУ ""СОШ №11"" А.ПШИЗОВ";"МУНИЦИПАЛЬНОЕ  БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №11"" А. ПШИЗОВ  ШОВГЕНОВСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Директор;Керашев Нурбий Сальменович;;;;;
0102004124;010101001;1020100862011;"МБОУ ""СОШ №15"" С. ЕЛЕНОВСКОЕ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА   №15""  ИМ. ГЕРОЯ РОССИИ Н.Н.ШЕВЕЛЕВА С.ЕЛЕНОВСКОЕ КРАСНОГВАРДЕЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Директор;Зоболева Евгения Демьяновна;;;;;
0102003272;010101001;1020100861670;"МБОУ ""СОШ №2"" А. ХАТУКАЙ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 2 ИМ. Ю.К.ШХАЧЕМУКОВА"" А.ХАТУКАЙ КРАСНОГВАРДЕЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Директор;Хапаева Майя Шалиховна;;;;;
0107006245;010701001;1020100863012;"МБОУ ""СОШ №4 ИМ. А.И. ХУАДЕ"" А. ГАТЛУКАЙ Г. АДЫГЕЙСКА";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 4 ИМ. А.И. ХУАДЕ"" А. ГАТЛУКАЙ Г. АДЫГЕЙСКА";;;Республика Адыгея (Адыгея);;;;;;;Директор;Панеш Марзет Руслановна;;;;;
0107006301;010701001;1020100863034;"МБОУ ""СОШ №4"" А. НЕЧЕРЕЗИЙ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ  ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №4"" А. НЕЧЕРЕЗИЙ ТЕУЧЕЖСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Директор;Багова Мариет Асланбиевна;;;;;
0102004149;010101001;1020100861329;"МБОУ ""СОШ №4"" С. БЕЛОЕ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №4"" ИМЕНИ СУШКИНА Т.Г. С. БЕЛОЕ КРАСНОГВАРДЕЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Директор;Бельмехова Ирина Георгиевна;;;;;
0107006189;010701001;1020100861131;"МБОУ ""СОШ №5"" Х.ПСЕКУПС Г. АДЫГЕЙСКА";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ  ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №5"" Х. ПСЕКУПС Г. АДЫГЕЙСКА";;;Республика Адыгея (Адыгея);;;;;;;Директор;Духу Сусана Рамазановна;;;;;
0102004100;010101001;1020100864178;"МБОУ ""СОШ №6"" С. ЕЛЕНОВСКОЕ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ  ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 6"" С. ЕЛЕНОВСКОЕ КРАСНОГВАРДЕЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Директор;Атажахова Майя Кацовна;;;;;
0107006206;010701001;1020100863056;"МБОУ ""СОШ №7 ИМ. Н.Т. ДЖАРИМОКА"" А. ДЖИДЖИХАБЛЬ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №7 ИМЕНИ Н.Т. ДЖАРИМОКА"" А. ДЖИДЖИХАБЛЬ ТЕУЧЕЖСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Директор;Пшизова Заира Юсуфовна;;;;;
0107006407;010701001;1020100863815;"МБОУ ""СОШ №8"" А. НЕШУКАЙ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ  ОБЩЕОБРАЗОВАТЕЛЬНОЕ  УЧРЕЖДЕНИЕ  ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 8""  А.  НЕШУКАЙ ТЕУЧЕЖСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Директор;Шеуджен Светлана Сулеймановна;;;;;
0102004036;010101001;1020100861923;"МБОУ ""СОШ №8"" С. БОЛЬШЕСИДОРОВСКОЕ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №8"" С.БОЛЬШЕСИДОРОВСКОЕ КРАСНОГВАРДЕЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Директор;Такахо Сафер Шумафович;;;;;
0102002430;010101001;1020100861758;"МБОУ ""СОШ №9"" А. УЛЯП";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 9"" А.УЛЯП КРАСНОГВАРДЕЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Директор;Хаджуов Азамат Джумальдинович;;;;;
0107006534;010701001;1020100862638;"МБОУ ""СОШ№ 2 ИМ. Х.Я. БЕРЕТАРЯ"" Г. АДЫГЕЙСКА";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 2 ИМ. Х.Я. БЕРЕТАРЯ"" Г. АДЫГЕЙСКА";;;Республика Адыгея (Адыгея);;;;;;;Директор;Нехай Нафсет Аслановна;;;;;
0105031750;010501001;1020100694900;"МБОУ ""СРЕДНЯЯ ШКОЛА № 3 ИМЕНИ АЛЕКСЕЯ ИОСИФОВИЧА МАКАРЕНКО""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 3 ИМЕНИ АЛЕКСЕЯ ИОСИФОВИЧА МАКАРЕНКО""";;;Республика Адыгея (Адыгея);;;;;;;Директор;Пашкова Анна Руслановна;;;;;
0106009589;010701001;1020100826052;"МБОУ ""СШ № 1 ИМ. ГЕРОЯ РОССИИ В. Ч. МЕЗОХА"" А. ТАХТАМУКАЙ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 1 ИМЕНИ ГЕРОЯ РОССИИ В. Ч. МЕЗОХА"" АУЛА ТАХТАМУКАЙ ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Исполняющий обязанности директора;Евтых Заира Адамовна;;;;;
0100011670;010001001;1250100000700;"МБОУ ""СШ № 1 ИМ. Р. С. ТОРОХОВА""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 1 ИМ. РОМАНА СЕРГЕЕВИЧА ТОРОХОВА""";;;Республика Адыгея (Адыгея);;;;;;;Директор;Романенко Ольга Вячеславовна;;;;;
0105032063;010501001;1020100707054;"МБОУ ""СШ № 10 ИМ. А. В. ГАРМАША""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 10 ИМЕНИ АРТЕМА ВЛАДИМИРОВИЧА ГАРМАША""";;;Республика Адыгея (Адыгея);;;;;;;Директор;Жаркова Наталья Андреевна;;;;;
0106009677;010701001;1020100825898;"МБОУ ""СШ № 10 ИМ. Р. И. МАХОША"" А. КОЗЕТ";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 10 ИМЕНИ РУСЛАНА ИБРАГИМОВИЧА МАХОША"" АУЛА КОЗЕТ ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ АДЫГЕЯ";;;Республика Адыгея (Адыгея);;;;;;;Исполняющий обязанности директора;Схаплок Альберт Юрьевич;;;;;
